asin,domain_id,market,title,new_price,used_price,discount_percent
B0C3CXBGDK,9,ES,,,,
B0C3CX7NSV,9,ES,,,,
B0C17K93XZ,9,ES,,,,
B07T5XVYQL,9,ES,,,,
B0821CRNDX,9,ES,,,,
B09JD4ND26,9,ES,,,,
B07YM2DLBP,9,ES,,,,
B09NYNKPBK,9,ES,,,,
B08BF4NGWN,9,ES,,,,
B083BXTV5N,9,ES,,,,
B07S5G9VTF,9,ES,,,,
B09K3T6YN6,9,ES,,,,
B0948RZPRD,9,ES,,,,
B08P281G8Z,9,ES,,,,
B09BYJJT5X,9,ES,,,,
B09BYK2GGZ,9,ES,,,,
B09NYLKPBK,9,ES,,,,
B0BKPWJ82K,9,ES,,,,
B0BT7GLTL2,9,ES,,,,
B0BT7NHGPN,9,ES,,,,
B0BWGF2YCH,9,ES,,,,
B0C63VHVLP,9,ES,,,,
B09M1PQ8RN,9,ES,,,,
B09GR7HS6D,9,ES,,,,
B08X4FJF1N,9,ES,,,,
B08PC2ZQMM,9,ES,,,,
B07FXTJN7Y,9,ES,,,,
B09VSWSRWK,9,ES,,,,
B0BCKPWXPT,9,ES,,,,
B09S9NKNG1,9,ES,,,,
B09VT7MB3P,9,ES,,,,
B09M2Q9SBJ,9,ES,,,,
B0BM3B84FZ,9,ES,,,,
B0BM3BDL1M,9,ES,,,,
B09YW5PBVB,9,ES,,,,
B0BQLLFG2W,9,ES,,,,
B0BM3BFZ8B,9,ES,,,,
B0C13VDDBQ,9,ES,,,,
B0C13YM2SR,9,ES,,,,
B0C9G3FMWK,9,ES,,,,
B08JQ5GTRN,9,ES,,,,
B08WZJQSQ3,9,ES,,,,
B09CGBBVMK,9,ES,,,,
B0BGGWYJXT,9,ES,,,,
B09JGGBMDR,9,ES,,,,
B0BJZT3JF8,9,ES,,,,
B09JGB7NLC,9,ES,,,,
B0BM7N7TDN,9,ES,,,,
B0B4YDTMJJ,9,ES,,,,
B0C93VJX4Q,9,ES,,,,
B0BJ1MV3XN,9,ES,,,,
B0C93VHX6S,9,ES,,,,
B0BZ2LZ2LB,9,ES,,,,
B0BZ2L2TLL,9,ES,,,,
B0C4VVKZMJ,9,ES,,,,
B0C4VX2NJS,9,ES,,,,
B0C7G2Y4MF,9,ES,,,,
B0BN5M4D5F,9,ES,,,,
B0BN5NSQNF,9,ES,,,,
B08VK6D4YH,9,ES,,,,
B08G4ZJLHW,9,ES,,,,
B09VFKLG2N,9,ES,,,,
B09K65D68K,9,ES,,,,
B08VK6RPWJ,9,ES,,,,
B07VZ3XKPJ,9,ES,,,,
B09DFQN5D3,9,ES,,,,
B0B75PKX2G,9,ES,,,,
B09NYPFKPX,9,ES,,,,
B09NYNHPVT,9,ES,,,,
B07FZ5GPH3,9,ES,,,,
B08P39WJV2,9,ES,,,,
B09QNLXNVQ,9,ES,,,,
B0913WWVPH,9,ES,,,,
B08JJDZ7R2,9,ES,,,,
B0BKRHHVTL,9,ES,,,,
B083GTF9BR,9,ES,,,,
B0B3QDKN4D,9,ES,,,,
B09NQ5WX6X,9,ES,,,,
B0948RY6XV,9,ES,,,,
B09CGPGQBR,9,ES,,,,
B09P2PNQJP,9,ES,,,,
B09P2MVMBZ,9,ES,,,,
B0BQXL4ZLY,9,ES,,,,
B09YYH4WMP,9,ES,,,,
B0BKRJ4GQS,9,ES,,,,
B0BM3BGMP9,9,ES,,,,
B0BVLV2GZF,9,ES,,,,
B07ZTFHQFP,9,ES,,,,
B07W7VFJTS,9,ES,,,,
B07WRQKQLX,9,ES,,,,
B08HWPMQ2X,9,ES,,,,
B07CWJFNWW,9,ES,,,,
B097NZD9T1,9,ES,,,,
B09B3W2P7T,9,ES,,,,
B08HZRR6MN,9,ES,,,,
B08HZQ7R2S,9,ES,,,,
B01E8KO2B0,9,ES,,,,
